Feature ID	Taxon	Confidence
195bd580f58c4833c01877bdbc65bd1e	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__sp._HMT_338	0.8672617839464308
228095f1935436a1f1a579c2390a6bcd	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas	0.9627161239126364
fd8b3b7d7d3b2f117cea3c35b6cc8496	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.9999964393006396
da3295f198a20c11d6e756f707d9182b	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__sp._HMT_183	0.9905602937284433
def1d5c402d4b103c1a124fb6d39c2a5	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium	0.9983708358670628
cabb5f4a9392104506a696c140e28c3e	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Gemellaceae;g__Gemella	0.9991417990438354
b820f4e92e2dcbc693cdd62301f88162	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;s__sp._HMT_458	0.8219668518061078
ee142f3b9a138cb1c7471c271512b77a	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__sp._HMT_417	0.8231595917112698
ca98db0ee9bf6cdeba9241401dff7d94	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__sp._HMT_308	0.9926593029645807
6c7c37f124bd2250bffea25fe9aad9de	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.9999966798302887
de4751ef40c9057ff56bcddfc57c7a12	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__sp._HMT_930	0.9902646549626972
eb16641e348baa2c6ce1600a1379389e	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella;s__oralis	0.975925171889846
c3ddd2bfc09624b696ed4240e7259498	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae_[XIV]	0.9999999811444343
e134564fd5b3f2f77f367a9db6612475	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium	0.9983176317340986
1078fab1dd790d1af9bb49dc56581d95	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__elegans	0.8787560717623305
464b8dd21f5d84efba21d1b51cd0c132	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.9999994585490651
0f2c364d7f11f5fc6417a25f2344cc4c	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__sp._HMT_370	0.8013716040761933
